task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
190	05/1264e8	730373	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:50:42.965	32.2s	31s	159.3%	502.6 MB	5.3 GB	85.2 MB	13.3 MB
191	7c/82521d	731752	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:51:15.122	2.3s	0ms	36.4%	3.5 MB	17.5 MB	42.5 KB	3.2 KB
192	47/7cc423	731962	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:51:17.399	4m 11s	4m 8s	115.6%	752.1 MB	5.3 GB	764.9 MB	76.3 MB
193	20/f6be40	737120	NFCORE_VIRALRECON:ILLUMINA:BCFTOOLS_ISEC (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:55:28.359	3.4s	0ms	70.1%	8.7 MB	467.7 MB	69.1 KB	3.6 KB
194	d2/20c2f4	737356	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:55:31.777	3.1s	0ms	61.5%	4.3 MB	17.6 MB	161.6 KB	14 KB
195	c7/e85f33	737569	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BCFTOOLS_CONSENSUS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:55:34.895	2.6s	0ms	133.3%	2.8 MB	11 MB	162.6 KB	90 KB
196	5d/fc9ee9	737822	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BCFTOOLS_CONSENSUS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:55:37.515	2.2s	0ms	192.6%	2.8 MB	11 MB	162.2 KB	90 KB
197	e3/8b7e78	738078	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BCFTOOLS_CONSENSUS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:55:39.761	2.4s	0ms	208.7%	3.5 MB	15.6 MB	162.4 KB	90 KB
200	30/d4c9fc	738328	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:55:42.163	2.1s	0ms	100.0%	2.8 MB	11 MB	38.9 KB	1.7 KB
198	6a/0fb920	738623	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:55:44.280	2.3s	0ms	109.1%	2.8 MB	11 MB	61.5 KB	3.7 KB
199	4b/3489ba	738838	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:55:46.614	3.7s	1s	132.9%	12.6 MB	59.9 MB	15.8 MB	13.9 KB
201	41/76e9ee	739224	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:55:50.363	3.4s	1s	156.6%	57.1 MB	3.6 GB	15.8 MB	10 KB
203	76/357e0d	739628	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:55:53.788	2.2s	0ms	133.3%	0	0	38.7 KB	1.7 KB
202	a5/9d3de9	739864	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:55:55.951	2.3s	0ms	100.0%	2.7 MB	11 MB	61 KB	3.7 KB
205	89/9288b9	740090	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:55:58.295	2.2s	0ms	100.0%	2.6 MB	11 MB	49.4 KB	1.7 KB
204	6a/42908e	740299	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:56:00.474	3.6s	1s	161.1%	43.3 MB	3.4 GB	15.8 MB	151.3 KB
206	48/c430ec	740698	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:56:04.042	2.2s	0ms	106.7%	2.8 MB	11 MB	74.1 KB	4.5 KB
208	36/9fa4c7	740911	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:PLOT_BASE_DENSITY (SAMPLE3_SE.consensus.fa)	COMPLETED	0	2021-11-23 16:56:06.258	15.5s	14s	99.7%	381.2 MB	986.3 MB	23.1 MB	2.6 MB
209	87/5dbb86	741679	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:PANGOLIN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:56:21.720	14.6s	13s	106.1%	286.1 MB	1.5 GB	124.4 MB	261.2 KB
207	37/6fa729	742744	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:NEXTCLADE (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:56:36.348	9s	7s	120.6%	276.5 MB	2.2 GB	11 MB	8.8 MB
210	ad/cb3021	743377	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:PLOT_BASE_DENSITY (SAMPLE2_PE.consensus.fa)	COMPLETED	0	2021-11-23 16:56:45.364	15.2s	14s	101.6%	381.2 MB	986.3 MB	23.1 MB	2.6 MB
212	5a/390831	744170	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:PANGOLIN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:57:00.568	14.7s	13s	108.3%	291.6 MB	1.5 GB	124.4 MB	261.2 KB
211	9a/aaa877	745287	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:NEXTCLADE (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:57:15.311	9.4s	8s	123.2%	279.3 MB	2.2 GB	11 MB	8.8 MB
213	39/ccfbd9	745920	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:NEXTCLADE (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:57:24.728	8.8s	7s	123.9%	275.7 MB	2.2 GB	11 MB	8.8 MB
214	5d/8f2570	746556	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:PANGOLIN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:57:33.548	14.8s	13s	106.3%	290.4 MB	1.5 GB	124.4 MB	261.2 KB
216	be/90338c	747650	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:PLOT_BASE_DENSITY (SAMPLE1_PE.consensus.fa)	COMPLETED	0	2021-11-23 16:57:48.352	15.4s	13s	100.9%	381.1 MB	986.3 MB	23.1 MB	2.6 MB
215	53/7643af	748450	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:QUAST	COMPLETED	0	2021-11-23 16:58:03.764	12.5s	10.5s	103.9%	221.8 MB	1.5 GB	387.7 MB	8 MB
217	fb/c9317a	749598	NFCORE_VIRALRECON:ILLUMINA:MULTIQC_CUSTOM_TSV_BCFTOOLS_NEXTCLADE	COMPLETED	0	2021-11-23 16:58:16.268	1.7s	8ms	106.7%	0	0	59.6 KB	260 B
218	66/0ba789	749777	NFCORE_VIRALRECON:ILLUMINA:GET_SOFTWARE_VERSIONS	COMPLETED	0	2021-11-23 16:58:17.964	2.7s	1s	20.7%	3.5 MB	15.6 MB	195.1 KB	2.1 KB
219	ab/98ff54	750028	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2021-11-23 16:58:20.726	56.5s	54.7s	98.8%	126.8 MB	783.7 MB	79.3 MB	25.4 MB
